Pclass,Fare,Name,Cabin,SibSp,Survived,Embarked,Sex,Ticket,Age,PassengerId,Parch
1,53.1,"Chambers, Mr. Norman Campbell",E8,1,1,S,male,113806,27.0,725,0
2,30.0,"Christy, Miss. Julie Rachel",,1,1,S,female,237789,25.0,581,1
1,30.5,"Molson, Mr. Harry Markland",C30,0,0,S,male,113787,55.0,493,0
2,13.0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",,0,0,S,female,248747,24.0,200,0
3,7.8792,"McGovern, Miss. Mary",,0,1,Q,female,330931,,359,0
3,7.8958,"Hendekovic, Mr. Ignjac",,0,0,S,male,349243,28.0,314,0
3,7.8958,"Radeff, Mr. Alexander",,0,0,S,male,349223,,657,0
1,86.5,"Maioni, Miss. Roberta",B79,0,1,S,female,110152,16.0,505,0
3,7.775,"Petterson, Mr. Johan Emil",,1,0,S,male,347076,25.0,443,0
2,26.25,"Collyer, Miss. Marjorie ""Lottie""",,0,1,S,female,C.A. 31921,8.0,238,2
1,227.525,"Bidois, Miss. Rosalie",,0,1,C,female,PC 17757,42.0,381,0
3,27.9,"Skoog, Master. Harald",,3,0,S,male,347088,4.0,64,2
2,13.8625,"Padro y Manent, Mr. Julian",,0,1,C,male,SC/PARIS 2146,,548,0
3,7.8542,"Jensen, Mr. Niels Peder",,0,0,S,male,350047,48.0,772,0
1,30.5,"Peuchen, Major. Arthur Godfrey",C104,0,1,S,male,113786,52.0,450,0
3,0.0,"Leonard, Mr. Lionel",,0,0,S,male,LINE,36.0,180,0
1,27.7208,"Uruchurtu, Don. Manuel E",,0,0,C,male,PC 17601,40.0,31,0
1,30.0,"Graham, Miss. Margaret Edith",B42,0,1,S,female,112053,19.0,888,0
1,61.9792,"Ostby, Mr. Engelhart Cornelius",B30,0,0,C,male,113509,65.0,55,1
3,7.75,"Flynn, Mr. James",,0,0,Q,male,364851,,429,0
1,108.9,"Penasco y Castellana, Mr. Victor de Satode",C65,1,0,C,male,PC 17758,18.0,506,0
3,7.225,"Elias, Mr. Dibo",,0,0,C,male,2674,,774,0
3,8.4042,"Olsen, Mr. Karl Siegwart Andreas",,0,0,S,male,4579,42.0,198,1
3,4.0125,"Betros, Mr. Tannous",,0,0,C,male,2648,20.0,379,0
3,7.925,"Gustafsson, Mr. Johan Birger",,2,0,S,male,3101277,28.0,393,0
1,153.4625,"Graham, Mr. George Edward",C91,0,0,S,male,PC 17582,38.0,333,1
3,15.9,"Coutts, Master. Eden Leslie ""Neville""",,1,1,S,male,C.A. 37671,9.0,490,1
3,7.7958,"Carlsson, Mr. August Sigfrid",,0,0,S,male,350042,28.0,757,0
3,24.15,"Moran, Miss. Bertha",,1,1,Q,female,371110,,110,0
3,15.7417,"Nakid, Miss. Maria (""Mary"")",,0,1,C,female,2653,1.0,382,2
3,9.35,"Berglund, Mr. Karl Ivar Sven",,0,0,S,male,PP 4348,22.0,226,0
2,13.0,"Sedgwick, Mr. Charles Frederick Waddington",,0,0,S,male,244361,25.0,344,0
3,7.7958,"Johansson, Mr. Erik",,0,0,S,male,350052,22.0,396,0
2,15.0458,"Richard, Mr. Emile",,0,0,C,male,SC/PARIS 2133,23.0,136,0
3,7.775,"Johnson, Mr. Malkolm Joackim",,0,0,S,male,347062,33.0,720,0
3,7.225,"Lahoud, Mr. Sarkis",,0,0,C,male,2624,,523,0
3,7.8958,"Mineff, Mr. Ivan",,0,0,S,male,349233,24.0,295,0
1,30.0,"Long, Mr. Milton Clyde",D6,0,0,S,male,113501,29.0,783,0
3,8.05,"Adams, Mr. John",,0,0,S,male,341826,26.0,402,0
3,9.5,"Hampe, Mr. Leon",,0,0,S,male,345769,20.0,442,0
1,83.1583,"Compton, Miss. Sara Rebecca",E49,1,1,C,female,PC 17756,39.0,836,1
1,26.2875,"Silverthorne, Mr. Spencer Victor",E24,0,1,S,male,PC 17475,35.0,702,0
3,7.55,"Harknett, Miss. Alice Phoebe",,0,0,S,female,W./C. 6609,,236,0
3,7.8542,"Jensen, Mr. Hans Peder",,0,0,S,male,350050,20.0,641,0
1,120.0,"Carter, Mrs. William Ernest (Lucile Polk)",B96 B98,1,1,S,female,113760,36.0,764,2
3,7.55,"Stanley, Miss. Amy Zillah Elsie",,0,1,S,female,CA. 2314,23.0,650,0
3,7.925,"Gustafsson, Mr. Anders Vilhelm",,2,0,S,male,3101276,37.0,105,0
2,0.0,"Cunningham, Mr. Alfred Fleming",,0,0,S,male,239853,,414,0
3,8.05,"Meo, Mr. Alfonzo",,0,0,S,male,A.5. 11206,55.5,153,0
3,9.35,"Aks, Mrs. Sam (Leah Rosen)",,0,1,S,female,392091,18.0,856,1
2,0.0,"Frost, Mr. Anthony Wood ""Archie""",,0,0,S,male,239854,,482,0
2,10.5,"Troutt, Miss. Edwina Celia ""Winnie""",E101,0,1,S,female,34218,27.0,718,0
3,7.925,"Sundman, Mr. Johan Julian",,0,1,S,male,STON/O 2. 3101269,44.0,415,0
1,55.9,"Silvey, Mrs. William Baird (Alice Munger)",E44,1,1,S,female,13507,39.0,578,0
3,8.05,"Theobald, Mr. Thomas Leonard",,0,0,S,male,363294,34.0,759,0
1,26.55,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",,0,1,S,male,111428,45.0,188,0
1,77.9583,"Hogeboom, Mrs. John C (Anna Andrews)",D11,1,1,S,female,13502,51.0,766,0
1,106.425,"LeRoy, Miss. Bertha",,0,1,C,female,PC 17761,30.0,538,0
2,21.0,"Turpin, Mr. William John Robert",,1,0,S,male,11668,29.0,118,0
3,14.5,"Robins, Mrs. Alexander A (Grace Charity Laury)",,1,0,S,female,A/5. 3337,47.0,133,0
1,263.0,"Fortune, Miss. Alice Elizabeth",C23 C25 C27,3,1,S,female,19950,24.0,342,2
3,8.05,"Simmons, Mr. John",,0,0,S,male,SOTON/OQ 392082,,564,0
1,75.25,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",D37,1,1,C,female,110813,60.0,367,0
3,46.9,"Goodwin, Miss. Lillian Amy",,5,0,S,female,CA 2144,16.0,72,2
3,6.975,"Hedman, Mr. Oskar Arvid",,0,1,S,male,347089,27.0,805,0
2,13.0,"Bystrom, Mrs. (Karolina)",,0,1,S,female,236852,42.0,866,0
2,13.0,"Beesley, Mr. Lawrence",D56,0,1,S,male,248698,34.0,22,0
3,7.8958,"Turcin, Mr. Stjepan",,0,0,S,male,349247,36.0,190,0
1,26.55,"Butt, Major. Archibald Willingham",B38,0,0,S,male,113050,45.0,537,0
1,106.425,"Douglas, Mr. Walter Donald",C86,1,0,C,male,PC 17761,50.0,545,0
3,23.45,"Johnston, Miss. Catherine Helen ""Carrie""",,1,0,S,female,W./C. 6607,,889,2
3,7.8542,"Jonsson, Mr. Carl",,0,1,S,male,350417,32.0,570,0
1,28.5,"Partner, Mr. Austen",C124,0,0,S,male,113043,45.5,332,0
3,7.8792,"O'Dwyer, Miss. Ellen ""Nellie""",,0,1,Q,female,330959,,29,0
2,73.5,"Hickman, Mr. Stanley George",,2,0,S,male,S.O.C. 14879,21.0,121,0
3,21.075,"Palsson, Master. Gosta Leonard",,3,0,S,male,349909,2.0,8,1
3,16.1,"Cribb, Mr. John Hatfield",,0,0,S,male,371362,44.0,161,1
2,10.5,"Jenkin, Mr. Stephen Curnow",,0,0,S,male,C.A. 33111,32.0,71,0
3,7.25,"Windelov, Mr. Einar",,0,0,S,male,SOTON/OQ 3101317,21.0,492,0
3,6.4958,"Wiklund, Mr. Jakob Alfred",,1,0,S,male,3101267,18.0,372,0
3,31.3875,"Asplund, Miss. Lillian Gertrud",,4,1,S,female,347077,5.0,234,2
1,25.9292,"Leader, Dr. Alice (Farnham)",D17,0,1,S,female,17465,49.0,797,0
2,29.0,"Caldwell, Master. Alden Gates",,0,1,S,male,248738,0.83,79,2
1,262.375,"Ryerson, Miss. Emily Borie",B57 B59 B63 B66,2,1,C,female,PC 17608,18.0,312,2
1,93.5,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",B69,1,1,S,female,12749,52.0,821,1
3,15.5,"Bourke, Mr. John",,1,0,Q,male,364849,40.0,189,1
2,21.0,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",,3,1,S,female,31027,30.0,727,0
3,7.25,"Lovell, Mr. John Hall (""Henry"")",,0,0,S,male,A/5 21173,20.5,228,0
3,15.5,"Murphy, Miss. Margaret Jane",,1,1,Q,female,367230,,613,0
2,33.0,"Harper, Rev. John",,0,0,S,male,248727,28.0,849,1
2,13.0,"Byles, Rev. Thomas Roussel Davids",,0,0,S,male,244310,42.0,150,0
3,9.5,"Vande Walle, Mr. Nestor Cyriel",,0,0,S,male,345770,28.0,201,0
3,7.775,"Bengtsson, Mr. John Viktor",,0,0,S,male,347068,26.0,163,0
3,7.2292,"Ayoub, Miss. Banoura",,0,1,C,female,2687,13.0,781,0
3,7.55,"Abbing, Mr. Anthony",,0,0,S,male,C.A. 5547,42.0,846,0
3,7.8958,"Petroff, Mr. Pastcho (""Pentcho"")",,0,0,S,male,349215,,102,0
2,13.0,"Eitemiller, Mr. George Floyd",,0,0,S,male,29751,23.0,659,0
3,7.925,"Pekoniemi, Mr. Edvard",,0,0,S,male,STON/O 2. 3101294,21.0,116,0
3,9.4833,"Larsson, Mr. August Viktor",,0,0,S,male,7545,29.0,714,0
1,29.7,"Natsch, Mr. Charles H",C118,0,0,C,male,PC 17596,37.0,274,1
2,13.0,"Silven, Miss. Lyyli Karoliina",,0,1,S,female,250652,18.0,418,2
3,7.75,"Henry, Miss. Delia",,0,0,Q,female,382649,,265,0
3,8.05,"Moutal, Mr. Rahamin Haim",,0,0,S,male,374746,,78,0
3,7.05,"Asim, Mr. Adola",,0,0,S,male,SOTON/O.Q. 3101310,35.0,364,0
1,33.5,"Van der hoef, Mr. Wyckoff",B19,0,0,S,male,111240,61.0,171,0
3,7.775,"Eklund, Mr. Hans Linus",,0,0,S,male,347074,16.0,765,0
3,7.2292,"Toufik, Mr. Nakli",,0,0,C,male,2641,,532,0
3,8.6542,"Johansson, Mr. Gustaf Joel",,0,0,S,male,7540,33.0,104,0
3,7.8958,"Stoytcheff, Mr. Ilia",,0,0,S,male,349205,19.0,567,0
1,63.3583,"Greenfield, Mr. William Bertram",D10 D12,0,1,C,male,PC 17759,23.0,98,1
3,7.775,"Gustafsson, Mr. Karl Gideon",,0,0,S,male,347069,19.0,380,0
1,26.55,"Bradley, Mr. George (""George Arthur Brayton"")",,0,1,S,male,111427,,508,0
3,15.5,"O'Brien, Mr. Thomas",,1,0,Q,male,370365,,365,0
3,8.7125,"Paulner, Mr. Uscher",,0,0,C,male,3411,,585,0
3,7.225,"Leeni, Mr. Fahim (""Philip Zenni"")",,0,1,C,male,2620,22.0,554,0
3,8.05,"Allen, Mr. William Henry",,0,0,S,male,373450,35.0,5,0
2,13.0,"Wilhelms, Mr. Charles",,0,1,S,male,244270,31.0,674,0
1,35.5,"Woolner, Mr. Hugh",C52,0,1,S,male,19947,,56,0
3,69.55,"Sage, Miss. Stella Anna",,8,0,S,female,CA. 2343,,793,2
3,8.05,"Sirota, Mr. Maurice",,0,0,S,male,392092,,838,0
1,78.2667,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",D20,1,1,C,female,36947,52.0,592,0
1,79.2,"Frolicher-Stehli, Mr. Maxmillian",B41,1,1,C,male,13567,60.0,588,1
3,18.7875,"Albimona, Mr. Nassef Cassem",,0,1,C,male,2699,26.0,208,0
1,227.525,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",C62 C64,1,1,C,female,PC 17757,18.0,701,0
1,49.5,"Frolicher, Miss. Hedwig Margaritha",B39,0,1,C,female,13568,22.0,540,2
1,89.1042,"Goldenberg, Mr. Samuel L",C92,1,1,C,male,17453,49.0,454,0
1,25.925,"Baumann, Mr. John D",,0,0,S,male,PC 17318,,169,0
3,7.125,"Kallio, Mr. Nikolai Erland",,0,0,S,male,STON/O 2. 3101274,17.0,434,0
3,7.25,"Braund, Mr. Owen Harris",,1,0,S,male,A/5 21171,22.0,1,0
2,13.0,"Bracken, Mr. James H",,0,0,S,male,220367,27.0,222,0
3,7.0542,"Jensen, Mr. Svend Lauritz",,1,0,S,male,350048,17.0,722,0
3,9.5875,"Laitinen, Miss. Kristina Sofia",,0,0,S,female,4135,37.0,504,0
3,8.05,"Cohen, Mr. Gurshon ""Gus""",,0,1,S,male,A/5 3540,18.0,205,0
3,19.9667,"Hagland, Mr. Ingvald Olai Olsen",,1,0,S,male,65303,,452,0
1,79.65,"Taussig, Mr. Emil",E67,1,0,S,male,110413,52.0,263,1
3,7.25,"Landergren, Miss. Aurora Adelia",,0,1,S,female,C 7077,22.0,377,0
1,52.5542,"Kimball, Mr. Edwin Nelson Jr",D19,1,1,S,male,11753,42.0,622,0
2,13.0,"Collander, Mr. Erik Gustaf",,0,0,S,male,248740,28.0,343,0
2,18.75,"Richards, Mrs. Sidney (Emily Hocking)",,2,1,S,female,29106,24.0,438,3
3,69.55,"Sage, Mr. Douglas Bullen",,8,0,S,male,CA. 2343,,847,2
3,7.225,"Attalah, Mr. Sleiman",,0,0,C,male,2694,30.0,245,0
2,26.0,"Navratil, Mr. Michel (""Louis M Hoffman"")",F2,0,0,S,male,230080,36.5,149,2
3,20.575,"Dean, Mr. Bertram Frank",,1,0,S,male,C.A. 2315,26.0,94,2
3,29.125,"Rice, Mrs. William (Margaret Norton)",,0,0,Q,female,382652,39.0,886,5
1,35.5,"Sloper, Mr. William Thompson",A6,0,1,S,male,113788,28.0,24,0
3,46.9,"Goodwin, Master. Sidney Leonard",,5,0,S,male,CA 2144,1.0,387,2
3,7.25,"Dennis, Mr. Samuel",,0,0,S,male,A/5 21172,22.0,321,0
1,61.175,"Chaffee, Mr. Herbert Fuller",E31,1,0,S,male,W.E.P. 5734,46.0,93,0
3,14.1083,"Hansen, Mr. Claus Peter",,2,0,S,male,350026,41.0,861,0
2,26.0,"Gaskell, Mr. Alfred",,0,0,S,male,239865,16.0,792,0
1,151.55,"Allison, Master. Hudson Trevor",C22 C26,1,1,S,male,113781,0.92,306,2
2,13.0,"Smith, Miss. Marion Elsie",,0,1,S,female,31418,40.0,347,0
1,77.2875,"White, Mr. Richard Frasar",D26,0,0,S,male,35281,21.0,103,1
3,7.25,"Keefe, Mr. Arthur",,0,0,S,male,323592,,471,0
1,90.0,"Minahan, Miss. Daisy E",C78,1,1,Q,female,19928,33.0,413,0
3,8.05,"Celotti, Mr. Francesco",,0,0,S,male,343275,24.0,90,0
2,26.0,"Quick, Mrs. Frederick Charles (Jane Richards)",,0,1,S,female,26360,33.0,507,2
3,7.925,"Lindqvist, Mr. Eino William",,1,1,S,male,STON/O 2. 3101285,20.0,665,0
2,24.0,"Abelson, Mr. Samuel",,1,0,C,male,P/PP 3381,30.0,309,0
2,26.0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",,1,0,S,female,244252,44.0,855,0
2,11.5,"Bailey, Mr. Percy Andrew",,0,0,S,male,29108,18.0,758,0
3,7.75,"Duane, Mr. Frank",,0,0,Q,male,336439,65.0,281,0
3,16.1,"McNamee, Mr. Neal",,1,0,S,male,376566,24.0,744,0
3,7.2292,"Mamee, Mr. Hanna",,0,1,C,male,2677,,37,0
3,9.5875,"Turkula, Mrs. (Hedwig)",,0,1,S,female,4134,63.0,484,0
3,7.925,"Sivola, Mr. Antti Wilhelm",,0,0,S,male,STON/O 2. 3101280,21.0,174,0
1,31.0,"Serepeca, Miss. Augusta",,0,1,C,female,113798,30.0,843,0
3,7.7875,"McDermott, Miss. Brigdet Delia",,0,1,Q,female,330932,,83,0
1,52.0,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",C126,1,1,S,female,19996,,670,0
1,211.3375,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",B3,0,1,S,female,24160,43.0,780,1
3,7.8958,"Dantcheff, Mr. Ristiu",,0,0,S,male,349203,25.0,795,0
2,10.5,"Reeves, Mr. David",,0,0,S,male,C.A. 17248,36.0,266,0
1,113.275,"Newell, Miss. Madeleine",D36,1,1,C,female,35273,31.0,216,0
3,7.8958,"Jalsevac, Mr. Ivan",,0,1,C,male,349240,29.0,456,0
1,247.5208,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",B58 B60,0,1,C,female,PC 17558,50.0,300,1
1,30.6958,"Smith, Mr. James Clinch",A7,0,0,C,male,17764,56.0,175,0
2,23.0,"Doling, Mrs. John T (Ada Julia Bone)",,0,1,S,female,231919,34.0,99,1
3,7.925,"Heininen, Miss. Wendla Maria",,0,0,S,female,STON/O2. 3101290,23.0,817,0
3,0.0,"Tornquist, Mr. William Henry",,0,1,S,male,LINE,25.0,272,0
2,26.0,"Shelley, Mrs. William (Imanita Parrish Hall)",,0,1,S,female,230433,25.0,881,1
2,10.5,"Leyson, Mr. Robert William Norman",,0,0,S,male,C.A. 29566,24.0,235,0
3,14.4542,"Yasbeck, Mr. Antoni",,1,0,C,male,2659,27.0,621,0
3,8.05,"Beavan, Mr. William Thomas",,0,0,S,male,323951,19.0,373,0
3,7.7958,"Svensson, Mr. Olof",,0,0,S,male,350035,24.0,500,0
3,7.75,"Kiernan, Mr. Philip",,1,0,Q,male,367229,,215,0
3,14.4542,"Zabour, Miss. Thamine",,1,0,C,female,2665,,241,0
1,512.3292,"Ward, Miss. Anna",,0,1,C,female,PC 17755,35.0,259,0
2,65.0,"Herman, Miss. Alice",,1,1,S,female,220845,24.0,616,2
1,34.0208,"Walker, Mr. William Anderson",D46,0,0,S,male,36967,47.0,516,0
3,8.05,"Corn, Mr. Harry",,0,0,S,male,SOTON/OQ 392090,30.0,158,0
3,21.075,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",,0,0,S,female,349909,29.0,568,4
1,52.0,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",,1,1,S,female,113789,35.0,384,0
3,15.5,"McEvoy, Mr. Michael",,0,0,Q,male,36568,,719,0
3,15.5,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",,1,1,Q,female,370365,,187,0
2,26.0,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",,1,1,S,female,2926,29.0,54,0
3,8.05,"Dahl, Mr. Karl Edwart",,0,1,S,male,7598,45.0,339,0
1,133.65,"Frauenthal, Dr. Henry William",,2,1,S,male,PC 17611,50.0,661,0
3,20.525,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",,1,1,S,female,363291,31.0,329,1
3,17.8,"Arnold-Franchi, Mr. Josef",,1,0,S,male,349237,25.0,354,0
2,10.5,"Coleridge, Mr. Reginald Charles",,0,0,S,male,W./C. 14263,29.0,243,0
3,16.1,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",,1,0,S,female,A/5. 3336,26.0,618,0
3,7.75,"Dooley, Mr. Patrick",,0,0,Q,male,370376,32.0,891,0
3,69.55,"Sage, Mr. George John Jr",,8,0,S,male,CA. 2343,,325,2
1,78.85,"Barber, Miss. Ellen ""Nellie""",,0,1,S,female,19877,26.0,291,0
3,16.1,"Davison, Mrs. Thomas Henry (Mary E Finck)",,1,1,S,female,386525,,348,0
3,7.75,"Connolly, Miss. Kate",,0,1,Q,female,370373,22.0,290,0
3,21.075,"Palsson, Miss. Stina Viola",,3,0,S,female,349909,3.0,375,1
3,8.05,"Gilinski, Mr. Eliezer",,0,0,S,male,14973,22.0,589,0
2,26.0,"Parrish, Mrs. (Lutie Davis)",,0,1,S,female,230433,50.0,260,1
3,7.75,"O'Connor, Mr. Maurice",,0,0,Q,male,371060,,460,0
3,7.8958,"Petranec, Miss. Matilda",,0,0,S,female,349245,28.0,101,0
3,34.375,"Ford, Miss. Doolina Margaret ""Daisy""",,2,0,S,female,W./C. 6608,21.0,437,2
2,26.0,"Bryhl, Mr. Kurt Arnold Gottfrid",,1,0,S,male,236853,25.0,729,0
3,19.2583,"Baclini, Mrs. Solomon (Latifa Qurban)",,0,1,C,female,2666,24.0,859,3
1,81.8583,"Dodge, Master. Washington",A34,0,1,S,male,33638,4.0,446,2
3,7.75,"Morrow, Mr. Thomas Rowan",,0,0,Q,male,372622,,561,0
1,52.0,"Clifford, Mr. George Quincy",A14,0,0,S,male,110465,,476,0
3,8.6625,"Culumovic, Mr. Jeso",,0,0,S,male,315090,17.0,845,0
3,7.2292,"Sirayanian, Mr. Orsen",,0,0,C,male,2669,22.0,61,0
3,7.75,"Glynn, Miss. Mary Agatha",,0,1,Q,female,335677,,33,0
3,31.275,"Andersson, Miss. Ebba Iris Alfrida",,4,0,S,female,347082,6.0,814,2
2,13.0,"Gill, Mr. John William",,0,0,S,male,233866,24.0,865,0
3,15.55,"Lindell, Mr. Edvard Bengtsson",,1,0,S,male,349910,36.0,606,0
3,7.75,"Keane, Mr. Andrew ""Andy""",,0,0,Q,male,12460,,791,0
2,27.0,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",,2,1,S,female,243847,24.0,601,1
1,35.5,"Blackwell, Mr. Stephen Weart",T,0,0,S,male,113784,45.0,340,0
3,25.4667,"Lefebre, Master. Henry Forbes",,3,0,S,male,4133,,177,1
3,7.775,"Johansson, Mr. Karl Johan",,0,0,S,male,347063,31.0,806,0
2,26.0,"Hold, Mr. Stephen",,1,0,S,male,26707,44.0,237,0
3,7.8958,"Laleff, Mr. Kristo",,0,0,S,male,349217,,879,0
3,56.4958,"Chip, Mr. Chang",,0,1,S,male,1601,32.0,839,0
2,13.0,"Reynaldo, Ms. Encarnacion",,0,1,S,female,230434,28.0,444,0
2,23.0,"Hocking, Mrs. Elizabeth (Eliza Needs)",,1,1,S,female,29105,54.0,775,3
3,9.2167,"Osen, Mr. Olaf Elon",,0,0,S,male,7534,16.0,139,0
1,59.4,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",,1,1,C,female,PC 17603,54.0,514,0
3,7.65,"Humblen, Mr. Adolf Mathias Nicolai Olsen",F G63,0,0,S,male,348121,42.0,700,0
2,41.5792,"Laroche, Mr. Joseph Philippe Lemercier",,1,0,C,male,SC/Paris 2123,25.0,686,2
3,7.8958,"Jonkoff, Mr. Lalio",,0,0,S,male,349204,23.0,754,0
3,8.6625,"Cacic, Mr. Luka",,0,0,S,male,315089,38.0,472,0
1,52.0,"Taylor, Mr. Elmer Zebley",C126,1,1,S,male,19996,48.0,713,0
1,56.9292,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",A20,1,1,C,male,PC 17485,49.0,600,0
2,13.5,"Kelly, Mrs. Florence ""Fannie""",,0,1,S,female,223596,45.0,707,0
3,22.3583,"Peter, Mrs. Catherine (Catherine Rizk)",,0,1,C,female,2668,,534,2
3,8.6625,"Calic, Mr. Petar",,0,0,S,male,315086,17.0,501,0
3,23.45,"Johnston, Mr. Andrew G",,1,0,S,male,W./C. 6607,,784,2
3,9.0,"Waelens, Mr. Achille",,0,0,S,male,345767,22.0,81,0
1,76.7292,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",D33,1,1,C,female,PC 17572,49.0,53,0
2,13.0,"Troupiansky, Mr. Moses Aaron",,0,0,S,male,233639,23.0,735,0
1,80.0,"Icard, Miss. Amelie",B28,0,1,,female,113572,38.0,62,0
3,7.225,"Yousif, Mr. Wazli",,0,0,C,male,2647,,355,0
3,20.525,"Goldsmith, Mr. Frank John",,1,0,S,male,363291,33.0,549,1
2,10.5,"Pain, Dr. Alfred",,0,0,S,male,244278,23.0,399,0
1,26.3875,"Flynn, Mr. John Irwin (""Irving"")",E25,0,1,S,male,PC 17474,36.0,573,0
1,27.7208,"Brown, Mrs. James Joseph (Margaret Tobin)",B4,0,1,C,female,PC 17610,44.0,195,0
1,53.1,"Futrelle, Mr. Jacques Heath",C123,1,0,S,male,113803,37.0,138,0
3,15.2458,"Moubarek, Master. Gerios",,1,1,C,male,2661,,66,1
3,29.125,"Rice, Master. Arthur",,4,0,Q,male,382652,4.0,172,1
2,13.0,"Buss, Miss. Kate",,0,1,S,female,27849,36.0,388,0
3,7.8958,"Nankoff, Mr. Minko",,0,0,S,male,349218,,740,0
1,34.6542,"Goldschmidt, Mr. George B",A5,0,0,C,male,PC 17754,71.0,97,0
3,9.8417,"Turja, Miss. Anna Sofia",,0,1,S,female,4138,18.0,678,0
3,15.85,"Backstrom, Mr. Karl Alfred",,1,0,S,male,3101278,32.0,207,0
3,7.2292,"Barah, Mr. Hanna Assi",,0,1,C,male,2663,20.0,763,0
3,7.2292,"Elias, Mr. Joseph Jr",,1,0,C,male,2690,17.0,533,1
3,15.1,"Shellard, Mr. Frederick William",,0,0,S,male,C.A. 6212,,498,0
1,55.0,"Chibnall, Mrs. (Edith Martha Bowerman)",E33,0,1,S,female,113505,,167,1
2,13.0,"Fox, Mr. Stanley Hubert",,0,0,S,male,229236,36.0,345,0
2,41.5792,"Laroche, Miss. Simonne Marie Anne Andree",,1,1,C,female,SC/Paris 2123,3.0,44,2
3,7.75,"Bourke, Miss. Mary",,0,0,Q,female,364848,,594,2
3,7.125,"Rintamaki, Mr. Matti",,0,0,S,male,STON/O 2. 3101273,35.0,591,0
1,30.0,"Behr, Mr. Karl Howell",C148,0,1,C,male,111369,26.0,890,0
2,12.35,"Kirkland, Rev. Charles Leonard",,0,0,Q,male,219533,57.0,627,0
3,7.7375,"Mannion, Miss. Margareth",,0,1,Q,female,36866,,728,0
3,10.1708,"Dakic, Mr. Branko",,0,0,S,male,349228,19.0,688,0
1,151.55,"Allison, Miss. Helen Loraine",C22 C26,1,0,S,female,113781,2.0,298,2
3,6.2375,"Nysveen, Mr. Johan Hansen",,0,0,S,male,345364,61.0,327,0
3,7.7417,"Gallagher, Mr. Martin",,0,0,Q,male,36864,25.0,704,0
1,30.5,"Stahelin-Maeglin, Dr. Max",B50,0,1,C,male,13214,32.0,633,0
3,8.05,"Tomlin, Mr. Ernest Portage",,0,0,S,male,364499,30.5,815,0
1,69.3,"Sagesser, Mlle. Emma",B35,0,1,C,female,PC 17477,24.0,642,0
3,7.75,"Healy, Miss. Hanora ""Nora""",,0,1,Q,female,370375,,275,0
3,7.25,"Harmer, Mr. Abraham (David Lishin)",,0,0,S,male,374887,25.0,786,0
2,11.5,"Giles, Mr. Frederick Edward",,1,0,S,male,28134,21.0,862,0
3,15.85,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",,3,1,S,female,3101278,33.0,86,0
3,7.8958,"Staneff, Mr. Ivan",,0,0,S,male,349208,,77,0
2,12.35,"Slayter, Miss. Hilda Mary",,0,1,Q,female,234818,30.0,323,0
2,32.5,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",,1,1,S,female,28220,34.0,417,1
2,10.5,"Wheadon, Mr. Edward H",,0,0,S,male,C.A. 24579,66.0,34,0
3,14.5,"Patchett, Mr. George",,0,0,S,male,358585,19.0,576,0
3,7.8542,"Klasen, Mr. Klas Albin",,1,0,S,male,350404,18.0,176,1
3,7.8958,"Bostandyeff, Mr. Guentcho",,0,0,S,male,349224,26.0,629,0
3,11.2417,"Nicola-Yarred, Miss. Jamila",,1,1,C,female,2651,14.0,40,0
3,46.9,"Goodwin, Master. Harold Victor",,5,0,S,male,CA 2144,9.0,481,2
3,7.925,"Jussila, Mr. Eiriik",,0,1,S,male,STON/O 2. 3101286,32.0,580,0
1,135.6333,"Bissette, Miss. Amelia",C99,0,1,S,female,PC 17760,35.0,270,0
2,26.25,"Hart, Miss. Eva Miriam",,0,1,S,female,F.C.C. 13529,7.0,536,2
2,73.5,"Hickman, Mr. Lewis",,2,0,S,male,S.O.C. 14879,32.0,666,0
2,39.0,"Brown, Mr. Thomas William Solomon",,1,0,S,male,29750,60.0,685,1
3,10.4625,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",G6,1,0,S,female,347054,29.0,252,1
